date,time,cpa,width,lin_speed,quad_speed_init,quad_speed_final,quad_speed_20,accel,mpa,remarks
2008/12/03,12:54:05,54.0,6,492.0,261.0,739.0,1651.0,110.1,60,Poor Event; Only C2
2008/12/03,20:30:04,16.0,6,544.0,339.0,766.0,2160.0,187.0,20,Very Poor Event; Only 3 points; Only C2
2008/12/04,04:30:04,351.0,6,297.0,289.0,305.0,440.0,4.5,351,Very Poor Event; Only C2
2008/12/04,15:54:04,351.0,7,293.0,287.0,299.0,380.0,2.6,350,Very Poor Event; Only C2
2008/12/04,22:30:04,109.0,10,229.0,199.0,260.0,304.0,2.4,108,Very Poor Event
2008/12/05,10:06:04,18.0,7,283.0,387.0,181.0,0.0,-41.7,24,Poor Event; Only C2
2008/12/05,16:31:44,243.0,9,310.0,390.0,231.0,0.0,-31.1,250,Poor Event; Only C2
2008/12/06,07:31:39,258.0,22,235.0,161.0,306.0,701.0,19.6,266,Very Poor Event; Only C2
2008/12/06,12:30:04,15.0,7,236.0,276.0,198.0,0.0,-21.1,17,Very Poor Event; Only 3 points; Only C2
2008/12/06,12:30:04,292.0,20,412.0,460.0,362.0,244.0,-6.3,289,Poor Event
2008/12/06,18:54:04,295.0,9,243.0,223.0,264.0,299.0,1.8,288,Poor Event
2008/12/06,18:54:04,251.0,19,156.0,106.0,203.0,346.0,4.5,253,Very Poor Event
2008/12/06,22:06:04,85.0,59,217.0,75.0,362.0,333.0,4.3,86,
2008/12/07,02:06:05,287.0,23,233.0,214.0,252.0,325.0,2.5,284,
2008/12/07,09:54:27,152.0,10,187.0,99.0,283.0,1050.0,45.5,145,Very Poor Event; Only 3 points; Only C2
2008/12/07,15:30:04,288.0,6,240.0,158.0,334.0,407.0,6.3,290,Very Poor Event
2008/12/07,16:06:04,91.0,23,191.0,140.0,248.0,351.0,4.3,90,Poor Event
2008/12/08,15:30:04,286.0,47,146.0,44.0,256.0,286.0,3.3,284,
2008/12/09,18:30:04,241.0,7,252.0,159.0,343.0,937.0,35.9,247,Very Poor Event; Only C2
2008/12/10,04:30:04,254.0,17,333.0,262.0,406.0,568.0,10.5,251,Very Poor Event
2008/12/11,06:06:04,263.0,43,185.0,206.0,163.0,0.0,-4.9,261,Poor Event; Only C2
2008/12/11,09:30:04,157.0,7,349.0,417.0,283.0,0.0,-26.9,150,Poor Event; Only C2
2008/12/11,11:30:04,98.0,38,118.0,133.0,105.0,0.0,-3.0,102,Very Poor Event; Only C2
2008/12/11,16:30:04,258.0,40,137.0,0.0,319.0,334.0,4.9,263,Poor Event
2008/12/11,18:54:04,76.0,9,373.0,215.0,522.0,1285.0,67.5,79,Poor Event; Only C2
2008/12/12,08:54:04,297.0,184,203.0,90.0,322.0,432.0,7.4,317,Poor Event; Partial Halo
2008/12/12,09:30:04,154.0,8,281.0,230.0,333.0,868.0,29.4,149,Very Poor Event; Only C2
2008/12/13,01:31:43,188.0,5,188.0,276.0,109.0,0.0,-19.4,191,Very Poor Event; Only C2
2008/12/13,07:31:40,189.0,5,196.0,101.0,296.0,1141.0,55.8,191,Very Poor Event; Only 3 points; Only C2
2008/12/13,15:54:04,259.0,26,318.0,349.0,285.0,233.0,-2.8,263,
2008/12/14,09:30:04,254.0,19,281.0,320.0,240.0,0.0,-6.5,257,Poor Event
2008/12/14,12:54:04,13.0,5,275.0,173.0,386.0,1205.0,58.9,18,Very Poor Event; Only 3 points; Only C2
2008/12/15,11:30:04,73.0,13,342.0,244.0,440.0,1024.0,40.4,77,Very Poor Event; Only C2
2008/12/15,19:31:36,106.0,71,148.0,0.0,351.0,309.0,4.0,102,
2008/12/16,12:54:04,262.0,10,198.0,176.0,221.0,243.0,1.2,260,Very Poor Event
2008/12/16,13:31:38,201.0,8,680.0,918.0,446.0,0.0,-136.4,205,Poor Event; Only C2
2008/12/17,00:31:39,352.0,6,412.0,76.0,780.0,2805.0,340.9,349,Very Poor Event; Only 3 points; Only C2
2008/12/18,05:30:05,154.0,6,369.0,542.0,195.0,0.0,-96.3,150,Very Poor Event; Only C2
2008/12/18,06:54:05,58.0,7,171.0,36.0,316.0,1383.0,77.7,58,Very Poor Event; Only 3 points; Only C2
2008/12/18,08:30:04,119.0,23,231.0,154.0,307.0,360.0,4.6,107,Poor Event
2008/12/18,18:30:04,344.0,5,231.0,221.0,240.0,373.0,3.8,349,Very Poor Event; Only C2
2008/12/18,21:30:07,52.0,25,304.0,312.0,296.0,254.0,-1.4,55,Very Poor Event
2008/12/19,01:31:40,53.0,44,178.0,176.0,181.0,189.0,0.2,51,Very Poor Event
2008/12/20,06:54:04,7.0,8,308.0,178.0,441.0,1211.0,60.9,9,Very Poor Event; Only 3 points; Only C2
2008/12/20,20:30:04,253.0,24,196.0,254.0,135.0,0.0,-5.6,256,Poor Event
2008/12/20,20:30:04,61.0,25,205.0,190.0,219.0,296.0,2.3,74,Very Poor Event
2008/12/22,05:30:04,101.0,9,432.0,529.0,341.0,0.0,-50.9,99,Very Poor Event; Only 3 points; Only C2
2008/12/23,18:06:06,8.0,11,213.0,207.0,220.0,311.0,2.2,14,Very Poor Event; Only C2
2008/12/24,06:30:27,289.0,16,179.0,219.0,140.0,0.0,-7.0,287,Very Poor Event
2008/12/24,12:54:04,133.0,7,346.0,194.0,510.0,1477.0,87.7,132,Very Poor Event; Only 3 points; Only C2
2008/12/25,04:30:04,256.0,16,220.0,166.0,271.0,562.0,11.9,259,Very Poor Event; Only C2
2008/12/27,05:30:04,48.0,114,468.0,349.0,604.0,562.0,8.0,62,
2008/12/28,00:30:04,77.0,9,173.0,109.0,238.0,308.0,3.7,83,Poor Event
2008/12/28,01:54:06,9.0,6,286.0,449.0,138.0,0.0,-144.4,12,Very Poor Event; Only 3 points; Only C2
2008/12/28,08:30:05,70.0,13,211.0,176.0,247.0,313.0,2.9,76,Very Poor Event
2008/12/28,12:54:04,60.0,28,203.0,97.0,312.0,394.0,6.0,65,Poor Event
2008/12/28,20:30:04,254.0,10,231.0,133.0,337.0,365.0,4.9,263,Poor Event
2008/12/29,17:54:04,269.0,42,320.0,330.0,309.0,286.0,-1.1,274,
2008/12/29,23:06:04,6.0,7,399.0,520.0,278.0,0.0,-83.9,10,Very Poor Event; Only 3 points; Only C2
2008/12/30,01:31:39,53.0,13,88.0,79.0,98.0,138.0,0.5,53,Very Poor Event
2008/12/30,18:30:04,150.0,8,361.0,244.0,476.0,1051.0,44.2,145,Very Poor Event; Only C2
2008/12/30,21:30:08,152.0,12,324.0,377.0,271.0,0.0,-29.5,144,Very Poor Event; Only C2
2008/12/31,07:06:04,29.0,7,415.0,410.0,419.0,476.0,2.4,36,Very Poor Event; Only C2
2008/12/31,14:30:04,287.0,15,269.0,243.0,295.0,550.0,10.4,285,Very Poor Event; Only C2
2009/01/01,00:30:03,269.0,12,250.0,170.0,328.0,332.0,3.9,274,Very Poor Event
2009/01/01,05:06:03,287.0,18,302.0,125.0,481.0,498.0,10.0,285,Very Poor Event
2009/01/01,20:30:04,250.0,17,244.0,238.0,249.0,264.0,0.5,260,Very Poor Event
2009/01/02,00:30:03,66.0,7,359.0,436.0,275.0,0.0,-20.3,71,Very Poor Event
2009/01/02,13:31:37,26.0,4,201.0,40.0,378.0,1971.0,163.6,34,Very Poor Event; Only 3 points; Only C2
2009/01/02,15:06:03,30.0,8,204.0,299.0,113.0,0.0,-34.3,34,Very Poor Event; Only C2
2009/01/02,17:54:03,29.0,8,291.0,157.0,413.0,1179.0,56.3,33,Very Poor Event; Only C2
2009/01/02,21:08:02,32.0,7,483.0,358.0,609.0,1329.0,69.6,40,Very Poor Event; Only C2
2009/01/03,06:30:03,3.0,6,284.0,111.0,444.0,1158.0,55.1,5,Very Poor Event; Only C2
2009/01/03,11:54:03,63.0,29,302.0,324.0,278.0,0.0,-4.5,65,Poor Event
2009/01/04,15:54:03,178.0,8,453.0,495.0,413.0,0.0,-22.8,176,Very Poor Event; Only C2
2009/01/04,20:30:03,274.0,38,247.0,218.0,276.0,391.0,4.4,278,Poor Event
2009/01/05,15:30:03,271.0,13,187.0,180.0,196.0,201.0,0.4,279,Very Poor Event
2009/01/05,20:30:03,261.0,13,290.0,284.0,295.0,369.0,2.3,262,Very Poor Event; Only C2
2009/01/06,01:31:39,195.0,10,497.0,318.0,694.0,2105.0,182.3,195,Very Poor Event; Only 3 points; Only C2
2009/01/06,05:30:27,2.0,8,188.0,96.0,276.0,902.0,33.9,5,Very Poor Event; Only C2
2009/01/06,08:30:03,270.0,24,166.0,135.0,203.0,354.0,4.4,269,Very Poor Event
2009/01/06,15:06:03,4.0,8,230.0,312.0,147.0,0.0,-57.1,7,Very Poor Event; Only 3 points; Only C2
2009/01/08,15:30:03,9.0,7,241.0,276.0,208.0,0.0,-9.3,13,Very Poor Event; Only C2
2009/01/08,22:30:03,105.0,87,146.0,96.0,193.0,240.0,2.1,102,Very Poor Event
2009/01/10,01:54:03,59.0,9,249.0,397.0,116.0,0.0,-39.0,65,Very Poor Event; Only 3 points; Only C2
2009/01/10,06:54:03,191.0,10,586.0,804.0,388.0,0.0,-192.4,192,Very Poor Event; Only 3 points; Only C2
2009/01/10,07:30:03,148.0,6,409.0,511.0,301.0,0.0,-58.2,143,Very Poor Event; Only 3 points; Only C2
2009/01/11,05:30:03,263.0,36,331.0,275.0,392.0,475.0,6.4,263,
2009/01/11,08:30:04,264.0,21,205.0,128.0,279.0,367.0,5.2,273,Very Poor Event
2009/01/11,14:30:03,105.0,29,128.0,142.0,114.0,0.0,-2.5,103,Very Poor Event; Only C2
2009/01/11,22:30:03,260.0,18,177.0,232.0,128.0,0.0,-5.5,259,Very Poor Event
2009/01/11,23:30:03,344.0,9,428.0,566.0,292.0,0.0,-78.4,342,Very Poor Event; Only C2
2009/01/12,06:54:03,256.0,21,178.0,188.0,167.0,137.0,-0.7,261,Very Poor Event
2009/01/14,05:54:04,179.0,4,439.0,567.0,313.0,0.0,-69.6,179,Very Poor Event; Only C2
2009/01/14,06:06:03,74.0,104,298.0,221.0,377.0,358.0,3.3,76,
2009/01/15,12:06:03,278.0,58,266.0,30.0,560.0,537.0,11.7,279,
2009/01/16,01:54:03,272.0,10,260.0,276.0,240.0,245.0,-0.7,262,
2009/01/16,02:06:03,161.0,9,337.0,211.0,463.0,1114.0,49.4,159,Very Poor Event; Only C2
2009/01/16,04:54:03,161.0,5,186.0,164.0,206.0,534.0,10.8,159,Very Poor Event; Only C2
2009/01/16,22:30:03,276.0,40,251.0,140.0,370.0,380.0,5.2,274,
2009/01/17,04:30:03,92.0,84,85.0,0.0,217.0,247.0,2.5,76,
2009/01/18,16:30:03,280.0,36,320.0,125.0,515.0,722.0,20.7,276,Poor Event
2009/01/18,20:58:38,23.0,11,448.0,372.0,528.0,1100.0,46.9,35,Very Poor Event; Only 3 points; Only C2
2009/01/19,13:31:42,225.0,11,339.0,154.0,541.0,2101.0,187.7,233,Very Poor Event; Only 3 points; Only C2
2009/01/20,05:06:03,256.0,55,149.0,0.0,355.0,346.0,5.0,254,
2009/01/20,18:30:03,198.0,5,426.0,574.0,279.0,0.0,-82.7,202,Very Poor Event; Only C2
2009/01/20,21:30:06,140.0,11,343.0,234.0,462.0,1595.0,105.8,135,Very Poor Event; Only 3 points; Only C2
2009/01/21,18:54:03,253.0,73,220.0,107.0,352.0,348.0,4.5,261,
2009/01/22,18:06:03,255.0,10,304.0,277.0,332.0,366.0,2.4,261,Poor Event
2009/01/23,18:30:03,248.0,5,254.0,66.0,434.0,845.0,34.5,251,Very Poor Event
2009/01/23,20:54:05,165.0,3,504.0,669.0,350.0,0.0,-147.5,163,Very Poor Event; Only 3 points; Only C2
2009/01/24,12:30:03,67.0,13,145.0,118.0,174.0,246.0,1.9,75,Very Poor Event
2009/01/25,02:30:03,70.0,26,268.0,75.0,439.0,553.0,12.4,73,
2009/01/25,06:30:03,174.0,9,527.0,546.0,507.0,185.0,-11.2,171,Very Poor Event; Only C2
2009/01/25,09:54:03,99.0,74,67.0,63.0,71.0,90.0,0.2,94,Very Poor Event
2009/01/26,06:54:03,171.0,7,308.0,266.0,353.0,802.0,24.2,167,Very Poor Event; Only 3 points; Only C2
2009/01/26,07:31:39,3.0,6,329.0,55.0,749.0,3016.0,389.4,6,Very Poor Event; Only 3 points; Only C2
2009/01/26,12:30:03,108.0,21,190.0,231.0,146.0,0.0,-3.4,110,Poor Event
2009/01/26,22:30:03,141.0,8,121.0,132.0,110.0,0.0,-4.4,137,Very Poor Event; Only C2
2009/01/27,07:06:04,262.0,39,301.0,297.0,306.0,312.0,0.4,268,Poor Event
2009/01/28,20:54:03,22.0,10,275.0,380.0,173.0,0.0,-57.8,26,Very Poor Event; Only C2
2009/01/29,10:30:42,60.0,9,341.0,454.0,231.0,0.0,-45.2,67,Poor Event; Only C2
2009/01/29,19:30:03,103.0,15,194.0,153.0,234.0,331.0,3.7,100,Very Poor Event
2009/01/30,16:00:38,252.0,11,190.0,152.0,228.0,506.0,9.7,256,Very Poor Event; Only C2
2009/01/30,23:06:04,308.0,7,102.0,0.0,252.0,246.0,2.7,282,
2009/01/31,02:30:03,81.0,38,268.0,237.0,296.0,302.0,1.5,91,
2009/02/01,02:30:03,99.0,56,202.0,197.0,207.0,217.0,0.3,96,Poor Event
2009/02/01,10:34:04,282.0,10,184.0,135.0,233.0,541.0,11.9,282,Very Poor Event
2009/02/02,06:30:03,318.0,11,266.0,420.0,109.0,0.0,-61.0,310,Very Poor Event; Only C2
2009/02/02,18:30:03,182.0,8,421.0,48.0,938.0,3188.0,456.5,181,Very Poor Event; Only 3 points; Only C2
2009/02/02,21:30:03,182.0,9,392.0,102.0,711.0,2560.0,281.9,180,Very Poor Event; Only 3 points; Only C2
2009/02/03,22:18:03,262.0,11,325.0,246.0,411.0,927.0,38.0,268,Very Poor Event; Only 3 points
2009/02/04,07:31:39,6.0,10,578.0,174.0,1019.0,3079.0,409.5,11,Very Poor Event; Only 3 points; Only C2
2009/02/05,21:30:06,91.0,25,151.0,151.0,150.0,148.0,-0.0,98,Poor Event
2009/02/06,03:06:03,291.0,25,447.0,368.0,532.0,536.0,6.3,283,
2009/02/06,23:30:04,40.0,7,465.0,91.0,876.0,2945.0,363.6,45,Very Poor Event; Only 3 points; Only C2
2009/02/08,05:00:03,103.0,39,260.0,304.0,217.0,0.0,-10.7,96,Poor Event
2009/02/08,05:12:03,296.0,12,554.0,504.0,605.0,967.0,28.4,291,Poor Event; Only C2
2009/02/09,07:12:03,94.0,49,219.0,188.0,250.0,314.0,2.6,94,
2009/02/09,13:36:03,288.0,10,275.0,291.0,259.0,0.0,-7.2,283,Very Poor Event; Only C2
2009/02/11,06:42:03,86.0,39,282.0,184.0,376.0,338.0,7.4,88,Poor Event; Only C3
2009/02/11,06:42:03,264.0,53,330.0,132.0,518.0,440.0,13.4,263,Poor Event; Only C3
2009/02/15,23:54:23,307.0,11,279.0,271.0,286.0,370.0,2.7,301,Very Poor Event; Only C2
2009/02/16,01:54:03,261.0,7,173.0,176.0,169.0,127.0,-0.7,260,Very Poor Event
2009/02/16,06:30:03,252.0,6,279.0,206.0,358.0,443.0,7.3,251,Very Poor Event
2009/02/16,10:06:03,156.0,4,181.0,55.0,307.0,1457.0,87.4,153,Very Poor Event; Only 3 points; Only C2
2009/02/17,12:30:03,252.0,13,261.0,241.0,283.0,346.0,3.1,256,Very Poor Event
2009/02/18,02:30:03,63.0,53,192.0,0.0,490.0,446.0,8.2,68,
2009/02/18,14:06:04,195.0,9,302.0,298.0,307.0,408.0,3.2,196,Very Poor Event; Only 3 points; Only C2
2009/02/18,23:54:05,306.0,74,122.0,74.0,171.0,468.0,9.3,322,Very Poor Event; Only C2
2009/02/19,00:54:03,272.0,30,194.0,222.0,165.0,0.0,-7.9,272,Very Poor Event; Only C2
2009/02/19,03:30:03,69.0,22,179.0,162.0,196.0,221.0,0.9,77,Poor Event
2009/02/19,08:30:03,239.0,12,135.0,130.0,139.0,183.0,0.7,242,Poor Event; Only C2
2009/02/19,17:45:46,60.0,19,226.0,98.0,357.0,347.0,4.6,67,Poor Event
2009/02/20,10:21:25,6.0,9,431.0,455.0,407.0,0.0,-12.4,8,Very Poor Event; Only C2
2009/02/21,00:56:26,267.0,80,376.0,276.0,475.0,402.0,9.3,258,Only C3
2009/02/21,11:13:22,335.0,4,412.0,319.0,505.0,1086.0,47.8,330,Poor Event; Only C2
2009/02/21,13:23:09,252.0,9,248.0,246.0,250.0,250.0,0.1,258,
2009/02/22,12:06:03,116.0,67,88.0,93.0,83.0,0.0,-0.5,101,Poor Event; Only C2
2009/02/23,05:30:03,267.0,7,340.0,242.0,438.0,693.0,17.6,271,Poor Event
2009/02/23,07:54:05,270.0,12,292.0,230.0,358.0,483.0,7.5,272,Poor Event
2009/02/23,12:30:04,71.0,11,282.0,200.0,369.0,578.0,12.2,81,Poor Event
2009/02/23,19:12:28,275.0,36,260.0,243.0,277.0,393.0,4.2,276,Very Poor Event
2009/02/23,22:06:03,61.0,8,283.0,370.0,195.0,0.0,-33.5,64,Very Poor Event; Only C2
2009/02/24,00:54:03,160.0,6,233.0,220.0,248.0,490.0,7.9,159,Very Poor Event; Only 3 points; Only C2
2009/02/24,12:54:05,327.0,4,254.0,172.0,343.0,1079.0,47.6,321,Very Poor Event; Only 3 points; Only C2
2009/02/24,14:30:03,286.0,13,126.0,48.0,198.0,265.0,3.0,286,Very Poor Event
2009/02/24,23:30:03,73.0,17,413.0,325.0,499.0,737.0,18.0,74,Poor Event
2009/02/25,02:30:03,96.0,38,195.0,173.0,216.0,376.0,4.6,96,Poor Event; Only C2
2009/02/25,13:31:39,4.0,6,514.0,669.0,363.0,0.0,-89.1,3,Very Poor Event; Only C2
2009/02/26,16:54:03,67.0,11,333.0,332.0,335.0,357.0,0.7,72,Poor Event; Only C2
2009/02/26,17:30:03,230.0,8,264.0,369.0,160.0,0.0,-41.1,238,Very Poor Event; Only C2
2009/02/26,20:58:41,343.0,8,246.0,74.0,422.0,1409.0,82.6,341,Very Poor Event; Only C2
2009/02/27,09:06:03,298.0,49,222.0,203.0,241.0,367.0,3.8,304,Very Poor Event; Only C2
2009/02/27,18:54:03,291.0,33,192.0,127.0,260.0,263.0,2.2,292,
2009/02/28,02:30:03,334.0,10,143.0,135.0,151.0,262.0,2.1,327,Very Poor Event; Only 3 points; Only C2
2009/02/28,09:06:20,332.0,6,325.0,201.0,451.0,1439.0,87.4,325,Very Poor Event; Only 3 points; Only C2
2009/03/01,03:30:09,112.0,26,827.0,369.0,1330.0,3224.0,446.1,115,Poor Event; Only 3 points; Only C2
2009/03/01,16:06:26,279.0,10,279.0,229.0,336.0,345.0,2.9,279,Poor Event
2009/03/01,16:54:25,325.0,12,293.0,303.0,282.0,96.0,-3.5,322,Poor Event; Only C2
2009/03/01,20:59:10,325.0,7,256.0,236.0,277.0,486.0,7.7,318,Poor Event; Only C2
2009/03/02,00:30:03,326.0,9,151.0,90.0,210.0,614.0,15.5,320,Very Poor Event; Only C2
2009/03/02,06:30:03,109.0,6,228.0,186.0,272.0,283.0,2.0,112,Very Poor Event
2009/03/02,23:06:03,61.0,30,367.0,333.0,401.0,454.0,4.2,70,Poor Event
2009/03/03,21:54:03,333.0,8,273.0,343.0,210.0,0.0,-22.8,332,Poor Event; Only C2
2009/03/04,05:30:04,269.0,50,158.0,104.0,215.0,337.0,4.4,265,Poor Event
2009/03/05,04:30:25,6.0,5,335.0,201.0,482.0,1758.0,131.4,8,Poor Event; Only 3 points; Only C2
2009/03/05,05:30:03,210.0,12,447.0,459.0,436.0,223.0,-6.7,215,Very Poor Event; Only C2
2009/03/05,12:54:03,266.0,56,121.0,119.0,122.0,139.0,0.2,267,Poor Event; Only C2
2009/03/05,23:30:03,262.0,69,149.0,0.0,311.0,279.0,3.4,262,
2009/03/07,00:06:03,82.0,19,242.0,249.0,234.0,229.0,-0.4,88,Poor Event
2009/03/09,05:30:03,79.0,11,313.0,197.0,424.0,971.0,38.0,78,Very Poor Event; Only C2
2009/03/10,02:54:03,148.0,22,78.0,55.0,100.0,177.0,1.2,133,Very Poor Event; Only C2
2009/03/10,05:54:03,305.0,11,429.0,579.0,278.0,0.0,-53.4,298,Only C2
2009/03/10,12:54:03,289.0,12,441.0,211.0,651.0,1538.0,96.4,289,Very Poor Event; Only C2
2009/03/11,02:54:03,108.0,10,252.0,189.0,313.0,720.0,20.3,105,Poor Event; Only C2
2009/03/11,08:30:04,292.0,11,248.0,158.0,336.0,775.0,24.0,289,Very Poor Event; Only C2
2009/03/12,02:06:05,76.0,34,139.0,142.0,135.0,77.0,-0.6,72,Very Poor Event; Only C2
2009/03/12,21:05:49,24.0,10,352.0,83.0,608.0,1727.0,123.5,29,Very Poor Event; Only C2
2009/03/13,05:30:03,4.0,6,393.0,81.0,738.0,2675.0,304.0,5,Very Poor Event; Only 3 points; Only C2
2009/03/14,10:34:01,33.0,7,659.0,161.0,1211.0,3540.0,541.4,41,Very Poor Event; Only 3 points; Only C2
2009/03/14,11:54:03,7.0,8,356.0,130.0,600.0,1751.0,130.6,11,Very Poor Event; Only 3 points; Only C2
2009/03/14,13:54:03,8.0,8,451.0,248.0,641.0,1587.0,105.1,10,Very Poor Event; Only C2
2009/03/14,23:30:03,296.0,14,390.0,452.0,331.0,0.0,-24.6,292,Poor Event; Only C2
2009/03/15,20:30:03,342.0,6,263.0,113.0,413.0,1196.0,59.5,338,Very Poor Event; Only C2
2009/03/16,05:06:03,251.0,25,252.0,190.0,319.0,412.0,5.5,254,
2009/03/16,06:06:25,98.0,68,179.0,21.0,334.0,344.0,4.9,101,
2009/03/16,07:54:03,6.0,9,413.0,137.0,660.0,1781.0,136.7,11,Very Poor Event; Only C2
2009/03/17,04:06:03,105.0,11,299.0,249.0,349.0,415.0,4.6,102,Poor Event
2009/03/17,07:06:03,103.0,6,209.0,171.0,249.0,361.0,4.2,106,Very Poor Event
2009/03/17,09:54:03,74.0,11,238.0,184.0,297.0,321.0,3.2,80,Very Poor Event
2009/03/17,17:06:04,74.0,43,76.0,13.0,204.0,231.0,2.2,78,Poor Event
2009/03/18,12:30:03,247.0,19,247.0,176.0,319.0,779.0,24.7,252,Very Poor Event; Only C2
2009/03/19,05:30:03,278.0,19,154.0,160.0,149.0,0.0,-1.5,274,Very Poor Event; Only C2
2009/03/19,12:30:03,65.0,7,112.0,111.0,113.0,119.0,0.1,70,Very Poor Event
2009/03/20,18:30:05,281.0,15,319.0,153.0,482.0,1250.0,64.7,283,Very Poor Event; Only C2
2009/03/21,00:54:03,236.0,7,181.0,160.0,201.0,285.0,2.6,236,Very Poor Event
2009/03/21,16:06:04,103.0,15,175.0,122.0,231.0,310.0,4.0,97,Very Poor Event
2009/03/21,22:06:04,95.0,16,140.0,158.0,122.0,0.0,-2.0,96,Very Poor Event
2009/03/23,11:06:05,96.0,23,47.0,36.0,59.0,112.0,0.5,94,Very Poor Event
2009/03/23,20:30:03,266.0,16,260.0,328.0,189.0,0.0,-25.9,268,Very Poor Event; Only C2
2009/03/24,08:54:03,104.0,41,71.0,94.0,48.0,0.0,-1.9,103,Very Poor Event
2009/03/24,23:30:03,108.0,43,232.0,237.0,225.0,219.0,-0.4,99,Poor Event
2009/03/25,08:30:03,122.0,35,232.0,231.0,234.0,245.0,0.3,117,Very Poor Event; Only C2
2009/03/25,14:54:03,117.0,18,346.0,260.0,433.0,498.0,7.7,119,Very Poor Event
2009/03/26,15:54:03,184.0,85,109.0,51.0,169.0,252.0,2.5,183,
2009/03/27,13:54:03,340.0,6,345.0,291.0,402.0,821.0,24.5,335,Very Poor Event; Only C2
2009/03/28,12:54:03,129.0,8,167.0,110.0,226.0,700.0,19.7,130,Very Poor Event; Only C2
2009/03/29,09:54:26,0.0,9,314.0,289.0,340.0,549.0,9.0,355,Very Poor Event; Only C2
2009/03/29,14:30:03,52.0,4,255.0,212.0,299.0,809.0,25.3,53,Very Poor Event; Only C2
2009/03/29,17:54:03,67.0,7,424.0,551.0,300.0,0.0,-68.1,70,Very Poor Event; Only C2
2009/03/29,21:30:08,326.0,8,414.0,54.0,811.0,2883.0,351.3,319,Very Poor Event; Only 3 points; Only C2
2009/03/30,10:30:21,267.0,27,192.0,164.0,223.0,505.0,9.6,274,Very Poor Event; Only C2
2009/03/30,12:54:03,41.0,7,380.0,398.0,360.0,0.0,-10.7,42,Very Poor Event; Only 3 points; Only C2
2009/03/30,18:06:03,46.0,7,363.0,447.0,279.0,0.0,-25.1,48,Poor Event; Only C2
2009/03/31,10:06:03,319.0,11,158.0,131.0,185.0,461.0,8.1,307,Very Poor Event; Only C2
2009/03/31,12:30:03,284.0,24,190.0,154.0,226.0,593.0,13.6,287,Very Poor Event; Only C2
2009/03/31,15:08:02,69.0,49,121.0,94.0,148.0,286.0,3.0,65,Very Poor Event; Only C2
2009/04/01,02:30:03,11.0,6,351.0,424.0,279.0,0.0,-41.5,12,Very Poor Event; Only C2
2009/04/01,05:30:03,282.0,47,147.0,119.0,175.0,361.0,4.8,277,Poor Event; Only C2
2009/04/01,10:06:03,10.0,11,277.0,301.0,253.0,0.0,-7.1,13,Poor Event; Only C2
2009/04/01,12:30:03,11.0,10,405.0,453.0,360.0,0.0,-25.3,10,Poor Event; Only 3 points; Only C2
2009/04/02,03:30:03,276.0,51,144.0,132.0,156.0,185.0,0.7,272,Very Poor Event
2009/04/02,07:31:37,6.0,5,323.0,315.0,331.0,536.0,7.8,7,Very Poor Event; Only 3 points; Only C2
2009/04/03,07:31:39,50.0,15,435.0,619.0,253.0,0.0,-88.1,56,Poor Event
2009/04/03,12:54:03,107.0,11,176.0,169.0,183.0,202.0,0.6,105,Very Poor Event
2009/04/04,03:54:06,169.0,7,383.0,,,,,168,only two points; Very Poor Event; Only 2 points; Only C2
2009/04/04,23:06:46,6.0,4,293.0,216.0,370.0,1147.0,53.8,7,Very Poor Event; Only 3 points; Only C2
2009/04/05,10:34:02,278.0,58,196.0,156.0,237.0,315.0,3.1,273,Very Poor Event
2009/04/06,13:54:03,212.0,11,252.0,307.0,202.0,0.0,-48.7,219,Very Poor Event; Only 3 points; Only C2
2009/04/06,18:06:03,183.0,9,157.0,233.0,86.0,0.0,-17.3,181,Very Poor Event; Only C2
2009/04/07,21:30:06,275.0,44,248.0,174.0,327.0,309.0,2.7,272,Poor Event
2009/04/09,01:54:03,79.0,19,199.0,161.0,246.0,235.0,1.3,79,Poor Event
2009/04/09,09:54:03,169.0,4,375.0,363.0,387.0,621.0,10.9,167,Very Poor Event; Only 3 points; Only C2
2009/04/09,09:54:03,266.0,12,235.0,197.0,272.0,280.0,1.9,264,Very Poor Event
2009/04/09,10:30:16,335.0,11,299.0,208.0,394.0,949.0,37.8,330,Poor Event; Only C2
2009/04/10,16:30:03,273.0,49,281.0,280.0,282.0,284.0,0.1,277,
2009/04/11,00:30:03,314.0,9,197.0,67.0,317.0,1046.0,46.7,310,Very Poor Event; Only C2
2009/04/11,06:06:03,276.0,12,245.0,153.0,339.0,458.0,8.9,276,Only C3
2009/04/11,06:30:03,84.0,36,157.0,134.0,181.0,193.0,0.8,81,Poor Event
2009/04/11,06:54:03,311.0,7,239.0,295.0,182.0,0.0,-26.1,308,Very Poor Event; Only 3 points; Only C2
2009/04/11,17:30:03,268.0,19,146.0,139.0,154.0,195.0,0.8,272,Poor Event
2009/04/12,02:30:03,338.0,4,123.0,85.0,166.0,577.0,13.7,334,Very Poor Event; Only C2
2009/04/12,14:30:03,178.0,6,548.0,275.0,843.0,2485.0,249.2,179,Very Poor Event; Only 3 points; Only C2
2009/04/13,00:30:03,291.0,6,263.0,115.0,404.0,1064.0,47.0,286,Very Poor Event; Only C2
2009/04/13,10:30:17,294.0,6,298.0,79.0,531.0,1738.0,126.1,288,Very Poor Event; Only 3 points; Only C2
